5,569,0,5,Relatives
5,571,0,5,School
5,575,0,5,Relatives
5,588,0,5,Work
5,592,0,5,Relatives
5,600,0,600,School
5,639,0,639,School
5,665,1,5,School
5,672,1,672,Work
5,723,0,5,School
5,749,0,5,Work
5,769,0,769,Work
5,805,0,805,Relatives
5,835,0,835,Relatives
5,859,0,859,Work
5,889,1,5,School
5,947,0,5,Relatives
5,982,0,982,School
5,990,1,5,Relatives
6,10,1,10,Relatives
6,13,0,6,Work
6,14,0,6,Relatives
6,17,0,17,Relatives
6,21,1,21,School
6,23,1,23,School
6,32,0,32,Relatives
6,49,0,6,School
6,53,1,53,School
6,54,0,6,Relatives
6,57,1,57,School
6,64,1,64,School
6,66,0,66,Relatives
6,67,0,67,Relatives
6,71,0,71,Work
6,73,0,6,School
6,75,0,6,School
6,76,0,6,Work
6,77,0,6,Work
6,78,0,78,Relatives
6,82,1,82,School
6,83,0,83,Work
6,87,0,87,Work
6,92,0,6,Relatives
6,96,1,6,Relatives
6,101,0,6,Relatives
6,102,0,102,Work
6,103,0,6,Work
6,105,0,6,School
6,106,0,6,Relatives
6,108,1,108,School
6,110,1,6,Relatives
6,111,0,111,Work
6,112,1,112,Work
6,116,0,116,Work
6,120,0,120,School
6,121,1,121,Work
6,125,0,125,School
6,129,0,6,Work
6,131,0,131,Relatives
6,135,0,6,Relatives
6,137,0,137,Work
6,139,0,6,Relatives
6,146,1,146,Work
6,148,0,148,School
6,151,1,6,School
6,153,1,6,Work
6,154,1,154,School
6,161,0,6,Relatives
6,162,0,6,Relatives
6,165,0,6,School
6,168,1,6,School
6,172,0,6,School
6,173,0,6,Work
6,177,0,177,Work
6,180,0,6,Relatives
6,184,0,6,Work
6,190,0,6,School
6,192,0,192,School
6,195,1,6,School
6,199,0,6,Relatives
6,204,0,204,Work
6,207,1,6,Work
6,210,0,210,School
6,215,1,6,Work
6,216,0,216,Work
6,217,0,6,Relatives
6,218,0,218,Relatives
6,225,0,225,School
6,229,0,229,Work
6,231,0,6,Work
6,232,0,6,Relatives
6,236,1,6,Relatives
6,237,0,6,Work
6,248,0,248,Relatives
6,249,0,249,School
6,261,1,6,Relatives
6,263,0,263,Work
6,265,0,265,Relatives
6,266,0,266,Work
6,268,1,268,School
6,279,1,6,School
6,284,1,6,School
6,286,0,286,School
6,287,1,287,Work
6,294,0,6,Work
6,306,0,6,Work
6,308,0,6,Work
6,310,0,6,Relatives
6,312,0,6,Work
6,313,0,6,Relatives
6,314,0,314,Work
6,315,0,6,Relatives
6,319,0,6,Work
6,333,0,6,School
6,335,0,6,School
6,339,0,339,Relatives
6,341,1,341,Work
6,344,1,6,Work
6,345,1,6,School
6,351,0,6,Relatives
6,370,0,6,Work
6,371,0,371,School
6,380,0,6,Relatives
6,385,1,385,School
6,391,0,391,Relatives
6,398,1,6,School
6,405,0,6,School
6,409,0,409,Relatives
6,410,0,410,Work
6,412,0,6,Work
6,423,0,6,Relatives
6,428,0,428,School
6,430,1,430,Relatives
6,432,0,432,Work
6,440,0,440,Relatives
6,447,0,6,Work
6,451,1,6,School
6,463,0,6,Work
6,473,0,473,Work
6,481,1,6,School
6,487,1,487,Relatives
6,489,0,6,Relatives
6,490,0,490,Work
6,495,0,495,Relatives
6,497,0,497,Work
6,501,0,501,School
6,502,1,6,Relatives
6,505,1,6,Relatives
6,509,0,509,Work
6,519,1,6,Relatives
6,521,0,6,Work
6,524,0,524,Relatives
6,526,1,526,Work
6,528,0,6,School
6,529,1,529,Work
6,531,0,531,Work
6,532,0,532,Relatives
6,535,0,535,School
6,536,1,536,School
6,539,0,539,Relatives
6,553,0,553,Relatives
6,556,0,556,Work
6,557,0,6,Work
6,564,0,6,School
6,572,0,572,Work
6,574,0,6,Work
6,577,0,577,Relatives
6,578,0,6,Work
6,579,0,6,Relatives
6,580,1,6,Relatives
6,585,0,6,School
6,593,0,6,Relatives
6,594,0,594,Work
6,604,0,604,Work
6,613,0,6,Work
6,621,1,6,School
6,627,1,6,Relatives
6,628,1,628,Work
6,630,1,6,School
6,631,0,6,Relatives
6,635,1,635,School
6,639,0,6,Work
6,640,0,6,Relatives
6,642,0,642,Relatives
6,645,1,6,Relatives
6,648,0,648,Work
6,649,1,6,Work
6,652,1,652,School
6,654,0,654,Work
6,655,0,6,Relatives
6,660,1,6,Relatives
6,664,0,6,Work
6,673,0,6,Work
6,675,0,675,School
6,676,1,676,Work
6,677,1,677,Relatives
6,692,0,692,School
6,694,1,694,Relatives
6,697,0,6,School
6,703,0,6,Work
6,706,0,6,School
6,716,0,716,School
6,730,0,730,Relatives
6,733,0,733,School
6,739,0,739,Work
6,742,0,742,Relatives
6,743,0,743,Work
6,764,0,6,Relatives
6,765,0,6,Work
6,779,0,6,Relatives
6,785,0,6,School
6,786,0,6,Relatives
6,787,0,787,Work
6,794,1,6,Relatives
6,797,1,6,Work
6,803,0,803,Work
6,806,0,6,Work
6,807,1,6,School
6,814,1,814,School
6,824,0,6,School
6,825,0,825,Relatives
6,833,0,6,Work
6,835,1,835,Work
6,839,1,6,Work
6,840,0,840,Relatives
6,845,0,6,Work
6,856,1,6,Relatives
6,861,1,861,Work
6,867,0,867,Work
6,871,1,6,Relatives
6,872,0,6,School
6,874,0,874,School
6,877,0,877,Relatives
6,878,1,878,Work
6,887,0,6,Relatives
6,888,0,6,Work
6,889,0,6,Relatives
6,891,0,6,Work
6,894,1,6,School
6,896,1,896,Relatives
6,899,1,6,School
6,917,0,6,School
6,922,0,6,Work
6,929,0,929,School
6,930,0,6,Relatives
6,931,0,931,School
6,934,0,934,Relatives
6,936,0,936,School
6,939,0,6,Work
6,951,1,951,Relatives
6,954,1,6,Work
6,960,0,6,Work
6,967,0,6,Work
6,981,0,981,School
6,982,0,6,Work
6,984,1,984,School
6,986,1,6,School
6,987,0,6,Work
6,992,0,992,Work
7,8,0,8,Work
7,9,0,7,School
7,19,0,7,Work
7,26,0,7,School
7,27,0,7,Relatives
7,29,0,29,School
7,31,1,31,Relatives
7,32,0,7,School
7,41,0,7,School
7,44,0,44,Relatives
7,46,0,7,Work
7,49,0,7,Relatives
7,60,0,60,Work
7,61,0,7,Work
7,67,1,7,School
7,91,0,91,Relatives
7,92,0,92,School
7,110,0,110,Work
7,120,0,120,Work
7,122,0,7,Work
7,123,1,123,Work
7,124,1,124,School
7,132,0,132,Relatives
7,136,1,136,Relatives
7,140,1,7,School
7,168,1,168,Relatives
7,170,1,170,School
7,186,0,7,Work
7,206,0,7,Relatives
7,211,1,211,Work
7,236,1,236,Work
7,244,1,244,Relatives
7,296,1,7,Work
7,306,0,306,Work
7,334,1,7,Work
7,374,0,374,Relatives
7,451,0,451,Work
7,458,0,458,Work
7,466,0,7,Work
7,479,0,7,School
7,544,0,7,Work
7,557,1,557,Relatives
7,610,0,610,Work
7,683,1,7,School
7,705,0,7,Work
7,766,1,766,School
7,778,0,778,Relatives
7,814,0,814,School
7,979,0,7,Relatives
8,16,0,16,Relatives
8,34,0,8,Work
8,39,1,8,Work
8,44,0,44,School
8,46,0,8,Relatives
8,54,0,8,School
8,57,0,8,School
8,60,1,60,Work
8,64,0,64,Relatives
8,65,1,8,School
8,67,0,67,Relatives
8,74,0,8,Work
8,85,1,85,Work
8,88,0,8,School
8,94,0,8,Relatives
8,102,0,8,Work
8,103,0,8,School
8,110,1,8,Work
8,115,1,8,School
8,116,0,8,School
8,123,1,123,School
8,125,0,125,Relatives
8,127,1,127,Relatives
8,144,0,144,Work
8,151,0,151,Relatives
8,157,0,157,School
8,159,0,159,School
8,160,0,160,School
8,162,1,8,Relatives
8,163,1,8,Work
8,172,0,172,Relatives
8,177,0,8,Relatives
8,187,0,8,Work
8,196,0,8,School
8,201,1,201,Relatives
8,212,1,212,Work
8,232,0,8,Work
8,250,1,8,Work
8,257,0,8,Relatives
8,262,1,262,Work
8,267,0,267,Work
8,303,1,303,Work
8,308,0,8,Work
8,313,0,8,Relatives
8,314,1,8,Relatives
8,356,0,8,School
8,359,0,359,Relatives
8,363,0,363,Relatives
8,385,1,8,Relatives
8,386,1,386,School
8,389,0,8,School
8,390,1,8,Relatives
8,392,0,8,Relatives
8,399,0,399,Work
8,405,1,405,Work
8,412,0,412,Work
8,413,0,413,Work
8,424,1,8,School
8,433,1,8,Relatives
8,441,0,441,School
8,449,0,8,School
8,455,0,455,Relatives
8,458,0,458,School
8,479,1,8,Relatives
8,484,0,8,Relatives
8,487,1,487,Work
8,505,0,505,Work
8,513,0,8,Relatives
8,519,0,8,Work
8,533,1,533,School
8,539,0,8,School
8,549,1,8,Relatives
8,551,0,8,School
8,552,0,552,School
8,564,0,564,Relatives
8,591,0,591,Work
8,598,1,598,School
8,615,0,8,Relatives
8,617,0,8,Relatives
8,622,0,622,Relatives
8,625,1,8,Relatives
8,627,0,627,Relatives
8,631,0,631,Relatives
8,633,0,8,Work
8,644,1,644,Relatives
8,646,1,646,Relatives
8,655,0,655,Work
8,659,0,659,Relatives
8,665,1,8,School
8,670,0,670,Relatives
8,678,1,8,Work
8,679,0,8,School
8,681,0,681,Work
8,687,0,8,School
8,707,1,707,Work
8,708,0,8,Relatives
8,715,0,8,Work
8,720,1,720,Relatives
8,722,0,722,Work
8,739,1,739,Work
8,742,0,8,Relatives
8,744,0,8,Work
8,745,0,8,Work
8,746,1,8,School
8,754,0,8,Work
8,757,0,8,Relatives
8,760,0,8,Relatives
8,780,1,780,School
8,783,0,8,Work
8,784,1,8,School
8,788,0,8,Work
8,801,0,801,Work
8,810,0,8,School
8,821,0,821,School
8,843,1,8,Work
8,848,0,848,Work
8,851,1,851,Relatives
8,859,1,8,School
8,862,1,8,Work
8,863,0,8,School
8,866,0,8,School
8,880,1,880,Work
8,881,0,8,School
8,909,0,8,Relatives
8,930,1,930,Relatives
8,932,1,8,Work
8,960,1,960,Work
8,976,1,8,School
8,984,1,8,Relatives
9,12,0,9,School
9,14,0,9,School
9,16,0,9,School
9,17,0,9,Work
9,21,0,9,Relatives
9,26,0,9,School
9,29,1,29,School
9,30,0,30,Relatives
9,36,0,36,Relatives
9,45,1,9,Relatives
9,46,1,9,School
9,60,0,9,School
9,73,0,73,Work
9,78,0,78,Relatives
9,87,1,87,Relatives
9,88,0,88,Relatives
9,99,1,9,School
9,107,0,9,Relatives
9,110,1,9,School
9,116,0,9,School
9,120,1,9,Work
9,126,1,9,Relatives
9,130,0,130,Relatives
9,134,1,134,Work
9,135,0,9,School
9,140,1,140,Relatives
9,151,1,151,Relatives
9,152,1,9,School
9,156,0,156,School
9,158,1,158,Work
9,159,1,159,Relatives
9,170,1,9,School
9,171,1,171,Work
9,181,1,181,School
9,183,1,9,Relatives
9,186,0,9,Relatives
9,195,1,9,Relatives
9,202,0,9,Work
9,209,0,9,Work
9,283,0,283,Work
9,293,1,293,Work
9,352,0,352,Relatives
9,369,1,369,Relatives
9,376,1,376,School
9,386,0,9,Relatives
9,424,0,424,School
9,448,0,448,School
9,450,0,9,Relatives
9,457,1,9,School
9,477,0,9,Relatives
9,481,0,9,School
9,486,0,486,Relatives
9,492,0,9,Work
9,524,0,9,School
9,542,1,542,Work
9,545,1,545,Relatives
9,546,1,9,Work
9,577,0,577,Relatives
9,622,0,622,Work
9,630,0,9,Work
9,634,1,9,Relatives
9,642,1,642,Relatives
9,668,0,668,Relatives
9,672,0,9,School
9,709,0,709,Work
9,722,1,9,Work
9,727,1,727,Relatives
9,732,0,9,School
9,733,0,9,Work
9,734,0,9,Work
9,785,0,785,Work
9,815,0,9,Work
9,832,1,832,School
9,846,1,9,Relatives
9,859,1,9,Work
9,904,0,904,Work
9,937,0,9,Work
9,948,1,948,Relatives
9,951,1,9,Relatives
9,968,0,968,Work
9,973,0,973,Work
10,19,0,19,Work
10,26,0,10,School
10,37,1,10,Work
10,40,0,40,Work
10,41,0,10,Relatives
10,42,1,10,Work
10,43,0,10,Relatives
10,44,1,10,Relatives
10,54,0,10,Relatives
10,57,1,10,Work
10,58,0,10,School
10,59,0,10,Work
10,69,1,10,School
10,70,0,70,Relatives
10,75,0,75,School
10,82,0,10,Work
10,84,0,84,School
10,86,0,10,School
10,87,0,10,School
10,95,0,95,Work
10,97,1,97,School
10,100,1,10,School
10,106,1,106,Relatives
10,111,0,10,Work
10,113,0,113,Relatives
10,116,1,10,Relatives
10,120,0,10,School
10,121,1,10,School
10,124,0,10,Relatives
10,128,1,10,Work
10,132,1,132,Work
10,136,0,10,School
10,140,0,10,Relatives
10,141,1,141,Work
10,142,1,10,School
10,146,0,10,Work
10,147,0,147,Work
10,148,0,148,School
10,157,0,10,Work
10,159,0,159,School
10,160,0,160,Work
10,162,1,10,Relatives
10,164,0,164,Work
10,171,0,10,School
10,173,0,173,Relatives
10,175,1,10,Work
10,182,0,10,School
10,184,0,10,School
10,195,0,10,Work
10,200,1,10,Work
10,203,0,10,Work
10,209,1,10,School
10,216,1,216,Work
10,218,1,218,Relatives
10,219,1,10,Relatives
10,223,0,10,Work
10,230,0,230,Relatives
10,239,1,239,Work
10,255,0,255,Relatives
10,263,0,10,Relatives
10,267,0,267,Work
10,274,1,274,School
10,287,0,287,Relatives
10,304,0,304,School
10,321,0,321,Relatives
10,330,1,330,Work
10,331,0,331,Work
10,347,0,347,School
10,350,1,350,Work
10,376,0,10,Work
10,384,0,384,School
10,391,0,10,Relatives
10,414,0,414,Work
10,426,1,10,School
10,438,0,10,Relatives
10,444,0,444,Work
10,450,1,450,Relatives
10,458,0,458,School
10,467,0,467,School
10,472,0,472,Relatives
10,489,0,10,Relatives
10,494,1,10,School
10,499,1,10,Relatives
10,519,1,519,Relatives
10,531,0,10,School
10,540,1,10,School
10,545,1,10,Relatives
10,558,0,558,Work
10,559,0,10,Relatives
10,560,0,560,Relatives
10,571,1,10,Relatives
10,575,1,575,Relatives
10,578,0,10,Work
10,587,0,587,Work
10,592,1,592,Relatives
10,604,0,604,Work
10,605,0,605,Work
10,610,1,10,Work
10,623,0,10,Relatives
10,633,0,10,Relatives
10,636,1,636,Work
10,640,0,10,Work
10,641,0,641,School
10,646,0,10,School
10,647,1,647,Work
10,661,1,661,Work
10,688,1,688,Work
10,689,1,10,Relatives
10,697,1,697,Relatives
10,698,1,10,School
10,700,0,700,School
10,703,1,10,Relatives
10,708,1,708,Relatives
10,712,1,712,Relatives
10,730,1,10,School
10,736,0,736,Work
10,746,0,10,Work
10,760,1,10,School
10,764,1,10,Work
10,768,0,768,Work
10,777,0,10,Work
10,784,1,10,Relatives
10,791,1,791,Relatives
10,794,0,10,School
10,796,0,796,School
10,797,1,797,Relatives
10,808,1,10,Work
10,810,0,810,Relatives
10,822,0,10,School
10,825,1,825,School
10,835,1,10,School
10,836,0,836,Relatives
10,838,0,838,Relatives
10,840,0,840,Relatives
10,845,1,10,Relatives
10,854,0,10,School
10,865,0,865,School
10,870,0,10,Work
10,890,0,890,Work
10,892,0,892,Work
10,893,0,893,School
10,894,1,894,Work
10,895,1,895,Relatives
10,897,0,10,Work
10,900,0,10,School
10,907,1,10,Relatives
10,908,1,908,Relatives
10,920,0,10,School
10,921,0,921,School
10,924,0,10,Work
10,928,0,10,School
10,951,1,951,Work
10,953,1,10,School
10,954,0,10,Work
10,957,1,10,Relatives
10,959,0,10,School
10,967,0,967,Relatives
10,972,0,972,Work
10,976,1,976,School
11,32,0,11,School
11,50,0,50,Relatives
11,55,0,55,School
11,56,0,56,Relatives
11,111,1,11,Relatives
11,115,0,11,Relatives
11,122,1,11,Work
11,128,0,11,Relatives
11,129,0,129,Work
11,130,0,11,Work
11,136,0,136,Work
11,152,1,11,Work
11,172,0,11,School
11,175,0,11,Relatives
11,194,1,194,Work
11,248,0,11,School
12,25,0,12,Work
12,28,0,12,Relatives
12,29,0,29,Work
12,31,1,12,Relatives
12,32,1,12,School
12,33,0,12,School
12,38,1,38,Relatives
12,44,0,12,Work
12,46,0,12,Work
12,49,0,12,Relatives
12,54,0,12,Relatives
12,63,0,12,School
12,70,0,70,Relatives
12,71,1,71,School
12,86,0,12,Relatives
12,87,0,87,Relatives
12,89,1,12,School
12,93,0,12,Relatives
12,103,0,12,School
12,108,0,108,School
12,111,0,111,Relatives
12,113,0,113,School
12,116,1,12,Relatives
12,118,1,12,School
12,121,0,12,School
12,123,0,12,Work
12,124,0,12,Relatives
12,127,1,127,School
12,129,0,129,Relatives
12,134,0,12,Work
12,141,0,141,Work
12,142,0,142,Work
12,146,0,146,Relatives
12,147,0,147,Work
12,150,0,12,Relatives
12,152,0,152,School
12,154,0,12,Work
12,155,0,155,Relatives
12,157,0,157,Work
12,158,1,158,Relatives
12,159,1,12,Work
12,161,1,12,School
12,171,1,12,School
12,175,0,175,School
12,181,0,181,School
12,211,1,211,Work
12,214,1,12,Work
12,221,0,221,School
12,229,0,229,School
12,232,0,232,Work
12,234,1,12,Relatives
12,237,0,12,Relatives
12,241,1,241,Relatives
12,248,0,248,Work
12,265,1,12,Relatives
12,270,0,270,Relatives
12,271,0,12,Relatives
12,273,1,273,School
12,275,0,12,Work
12,298,0,12,School
12,309,1,12,Relatives
12,327,1,327,Relatives
12,328,0,328,School
12,330,0,330,School
12,331,0,12,Work
12,332,0,332,Relatives
12,337,0,337,School
12,348,1,12,School
12,358,0,12,Work
12,366,1,366,Work
12,383,0,383,Relatives
12,387,0,387,School
12,393,1,12,Work
12,403,0,403,Work
12,407,1,407,School
12,413,0,413,Relatives
12,419,1,419,Work
12,435,0,435,Relatives
12,462,0,462,School
12,464,0,464,School
12,471,0,12,Relatives
12,472,0,12,Relatives
12,475,0,12,School
12,480,0,12,Work
12,491,1,12,School
12,505,0,12,Relatives
12,506,0,506,Work
12,511,1,12,School
12,522,0,522,School
12,531,1,531,Work
12,534,1,12,Work
12,551,0,551,School
12,558,0,12,Work
12,559,0,559,Relatives
12,565,1,565,Work
12,583,1,583,Relatives
12,593,0,593,School
12,600,0,600,Relatives
12,608,0,12,School
12,609,0,12,Relatives
12,616,1,616,Work
12,618,1,618,Work
12,623,0,623,Relatives
12,625,1,12,School
12,645,0,12,School
12,650,0,12,Work
12,651,0,651,School
12,666,0,666,School
12,674,0,12,Work
12,682,1,682,Work
12,685,0,685,Work
12,690,0,12,School
12,694,1,694,Work
12,700,1,700,School
12,701,0,12,Relatives
12,705,1,12,School
12,709,0,709,School
12,716,1,12,Work
12,719,1,719,Relatives
12,726,0,726,Relatives
12,734,0,734,School
12,739,1,739,Work
12,742,0,742,Relatives
12,755,0,12,Work
12,760,0,760,Work
12,762,0,762,Work
12,766,0,12,School
12,769,1,769,Relatives
12,797,1,797,Work
12,815,1,815,Relatives
12,826,1,12,School
12,829,0,12,Relatives
12,833,0,12,Work
12,846,0,846,Work
12,847,0,847,School
